user_id,account_create_month,purchase_month,purchase_count
1289,2023-11-01,2023-12-01,4
1290,2023-12-01,2023-12-31,1
1290,2023-12-01,2024-01-01,4
1291,2023-12-01,2023-12-31,1
1291,2023-12-01,2024-01-01,2
1292,2024-01-01,2024-01-31,1
1292,2024-01-01,2024-03-01,2
1293,2024-02-01,2024-03-02,1
1294,2024-03-01,2024-03-31,1
1294,2024-03-01,2024-04-01,1
1294,2024-03-01,2024-05-01,4
1295,2024-04-01,2024-05-01,6
1296,2023-11-01,2023-12-01,3
1297,2023-12-01,2023-12-31,1
1297,2023-12-01,2024-01-01,2
1298,2023-12-01,2023-12-31,1
1298,2023-12-01,2024-01-01,2
1299,2024-01-01,2024-01-31,1
1299,2024-01-01,2024-03-01,3
1300,2024-02-01,2024-03-02,1
1300,2024-02-01,2024-04-01,1
1300,2024-02-01,2024-05-01,4
1301,2024-03-01,2024-03-31,1
1301,2024-03-01,2024-04-01,1
1301,2024-03-01,2024-05-01,2
1302,2024-04-01,2024-05-01,3
1303,2023-11-01,2023-12-01,3
1304,2023-12-01,2023-12-31,1
1304,2023-12-01,2024-01-01,4
1305,2023-12-01,2023-12-31,1
1305,2023-12-01,2024-01-01,2
1306,2024-01-01,2024-01-31,1
1306,2024-01-01,2024-03-01,5
1307,2024-02-01,2024-03-02,1
1307,2024-02-01,2024-04-01,1
1307,2024-02-01,2024-05-01,4
1308,2024-03-01,2024-03-31,1
1308,2024-03-01,2024-04-01,1
1308,2024-03-01,2024-05-01,1
1309,2024-04-01,2024-05-01,5
1310,2023-11-01,2023-12-01,3
1311,2023-12-01,2023-12-31,1
1311,2023-12-01,2024-01-01,4
1312,2023-12-01,2023-12-31,1
1312,2023-12-01,2024-01-01,3
1313,2024-01-01,2024-01-31,1
1313,2024-01-01,2024-03-01,4
1314,2024-02-01,2024-03-02,1
1314,2024-02-01,2024-04-01,1
1314,2024-02-01,2024-05-01,4
1315,2024-03-01,2024-03-31,1
1315,2024-03-01,2024-04-01,1
1315,2024-03-01,2024-05-01,4
1316,2024-04-01,2024-05-01,3
1317,2023-11-01,2023-12-01,4
1318,2023-12-01,2023-12-31,1
1318,2023-12-01,2024-01-01,4
1319,2023-12-01,2023-12-31,1
1319,2023-12-01,2024-01-01,5
1320,2024-01-01,2024-01-31,1
1321,2024-02-01,2024-03-02,1
1321,2024-02-01,2024-04-01,1
1321,2024-02-01,2024-05-01,4
1322,2024-03-01,2024-03-31,1
1322,2024-03-01,2024-04-01,1
1322,2024-03-01,2024-05-01,3
1323,2024-04-01,2024-05-01,4
1324,2023-11-01,2023-12-01,1
1325,2023-12-01,2023-12-31,1
1325,2023-12-01,2024-01-01,5
1326,2023-12-01,2023-12-31,1
1326,2023-12-01,2024-01-01,3
1327,2024-01-01,2024-01-31,1
1327,2024-01-01,2024-03-01,5
1328,2024-02-01,2024-03-02,1
1328,2024-02-01,2024-04-01,1
1328,2024-02-01,2024-05-01,2
1329,2024-03-01,2024-03-31,1
1329,2024-03-01,2024-04-01,1
1329,2024-03-01,2024-05-01,4
1330,2024-04-01,2024-05-01,6
1331,2023-11-01,2023-12-01,3
1332,2023-12-01,2023-12-31,1
1332,2023-12-01,2024-01-01,2
1333,2023-12-01,2023-12-31,1
1333,2023-12-01,2024-01-01,2
1334,2024-01-01,2024-01-31,1
1335,2024-02-01,2024-03-02,1
1335,2024-02-01,2024-04-01,1
1335,2024-02-01,2024-05-01,2
1336,2024-03-01,2024-03-31,1
1336,2024-03-01,2024-04-01,1
1336,2024-03-01,2024-05-01,3
1337,2024-04-01,2024-05-01,5
1338,2023-11-01,2023-12-01,4
1339,2023-12-01,2023-12-31,1
1339,2023-12-01,2024-01-01,2
1340,2023-12-01,2023-12-31,1
1340,2023-12-01,2024-01-01,2
1341,2024-01-01,2024-01-31,1
1341,2024-01-01,2024-03-01,2
1342,2024-02-01,2024-03-02,1
1342,2024-02-01,2024-04-01,1
1342,2024-02-01,2024-05-01,4
1343,2024-03-01,2024-03-31,1
1343,2024-03-01,2024-04-01,1
1343,2024-03-01,2024-05-01,2
1344,2024-04-01,2024-05-01,3
1345,2023-11-01,2023-12-01,6
1346,2023-12-01,2023-12-31,1
1346,2023-12-01,2024-01-01,5
1347,2023-12-01,2023-12-31,1
1347,2023-12-01,2024-01-01,5
1348,2024-01-01,2024-01-31,1
1349,2024-02-01,2024-03-02,1
1349,2024-02-01,2024-04-01,1
1349,2024-02-01,2024-05-01,4
1350,2024-03-01,2024-03-31,1
1350,2024-03-01,2024-04-01,1
1350,2024-03-01,2024-05-01,4
1351,2024-04-01,2024-05-01,3
1352,2023-11-01,2023-12-01,6
1353,2023-12-01,2023-12-31,1
1353,2023-12-01,2024-01-01,2
1354,2023-12-01,2023-12-31,1
1355,2024-01-01,2024-01-31,1
1355,2024-01-01,2024-03-01,3
1356,2024-02-01,2024-03-02,1
1356,2024-02-01,2024-04-01,1
1356,2024-02-01,2024-05-01,1
1357,2024-03-01,2024-03-31,1
1357,2024-03-01,2024-04-01,1
1357,2024-03-01,2024-05-01,2
1358,2024-04-01,2024-05-01,5
1359,2023-11-01,2023-12-01,4
1360,2023-12-01,2023-12-31,1
1361,2023-12-01,2023-12-31,1
1361,2023-12-01,2024-01-01,5
1362,2024-01-01,2024-01-31,1
1362,2024-01-01,2024-03-01,2
1363,2024-02-01,2024-03-02,1
1363,2024-02-01,2024-04-01,1
1363,2024-02-01,2024-05-01,1
1364,2024-03-01,2024-03-31,1
1364,2024-03-01,2024-04-01,1
1364,2024-03-01,2024-05-01,3
1365,2024-04-01,2024-05-01,1
1366,2023-11-01,2023-12-01,3
1367,2023-12-01,2023-12-31,1
1367,2023-12-01,2024-01-01,5
1368,2023-12-01,2023-12-31,1
1368,2023-12-01,2024-01-01,5
1369,2024-01-01,2024-01-31,1
1370,2024-02-01,2024-03-02,1
1370,2024-02-01,2024-04-01,1
1370,2024-02-01,2024-05-01,3
1371,2024-03-01,2024-03-31,1
1371,2024-03-01,2024-04-01,1
1371,2024-03-01,2024-05-01,4
1372,2024-04-01,2024-05-01,6
1373,2023-11-01,2023-12-01,3
1374,2023-12-01,2023-12-31,1
1374,2023-12-01,2024-01-01,2
1375,2023-12-01,2023-12-31,1
1375,2023-12-01,2024-01-01,2
1376,2024-01-01,2024-01-31,1
1376,2024-01-01,2024-03-01,2
1377,2024-02-01,2024-03-02,1
1377,2024-02-01,2024-04-01,1
1377,2024-02-01,2024-05-01,2
1378,2024-03-01,2024-03-31,1
1378,2024-03-01,2024-04-01,1
1378,2024-03-01,2024-05-01,1
1379,2024-04-01,2024-05-01,4
1380,2023-11-01,2023-12-01,3
1381,2023-12-01,2023-12-31,1
1381,2023-12-01,2024-01-01,2
1382,2023-12-01,2023-12-31,1
1382,2023-12-01,2024-01-01,3
1383,2024-01-01,2024-01-31,1
1383,2024-01-01,2024-03-01,2
1384,2024-02-01,2024-03-02,1
1384,2024-02-01,2024-04-01,1
1384,2024-02-01,2024-05-01,4
1385,2024-03-01,2024-03-31,1
1385,2024-03-01,2024-04-01,1
1385,2024-03-01,2024-05-01,3
1386,2024-04-01,2024-05-01,6
1387,2023-11-01,2023-12-01,3
1388,2023-12-01,2023-12-31,1
1388,2023-12-01,2024-01-01,2
1389,2023-12-01,2023-12-31,1
1390,2024-01-01,2024-01-31,1
1390,2024-01-01,2024-03-01,5
1391,2024-02-01,2024-03-02,1
1391,2024-02-01,2024-04-01,1
1391,2024-02-01,2024-05-01,4
1392,2024-03-01,2024-03-31,1
1392,2024-03-01,2024-04-01,1
1392,2024-03-01,2024-05-01,1
1393,2024-04-01,2024-05-01,6
1394,2023-11-01,2023-12-01,4
1395,2023-12-01,2023-12-31,1
1395,2023-12-01,2024-01-01,4
1396,2023-12-01,2023-12-31,1
1396,2023-12-01,2024-01-01,3
1397,2024-01-01,2024-01-31,1
1397,2024-01-01,2024-03-01,3
1398,2024-02-01,2024-03-02,1
1398,2024-02-01,2024-04-01,1
1398,2024-02-01,2024-05-01,1
1399,2024-03-01,2024-03-31,1
1399,2024-03-01,2024-04-01,1
1399,2024-03-01,2024-05-01,2
1400,2024-04-01,2024-05-01,4
1401,2023-11-01,2023-12-01,1
1402,2023-12-01,2023-12-31,1
1403,2023-12-01,2023-12-31,1
1403,2023-12-01,2024-01-01,3
1404,2024-01-01,2024-01-31,1
1404,2024-01-01,2024-03-01,3
1405,2024-02-01,2024-03-02,1
1405,2024-02-01,2024-04-01,1
1405,2024-02-01,2024-05-01,1
1406,2024-03-01,2024-03-31,1
1406,2024-03-01,2024-04-01,1
1406,2024-03-01,2024-05-01,1
1407,2024-04-01,2024-05-01,5
1408,2023-11-01,2023-12-01,3
1409,2023-12-01,2023-12-31,1
1409,2023-12-01,2024-01-01,2
1410,2023-12-01,2023-12-31,1
1411,2024-01-01,2024-01-31,1
1411,2024-01-01,2024-03-01,3
1412,2024-02-01,2024-03-02,1
1413,2024-03-01,2024-03-31,1
1413,2024-03-01,2024-04-01,1
1413,2024-03-01,2024-05-01,3
1414,2024-04-01,2024-05-01,6
1415,2023-11-01,2023-12-01,3
1416,2023-12-01,2023-12-31,1
1416,2023-12-01,2024-01-01,4
1417,2023-12-01,2023-12-31,1
1417,2023-12-01,2024-01-01,4
1418,2024-01-01,2024-01-31,1
1418,2024-01-01,2024-03-01,2
1419,2024-02-01,2024-03-02,1
1419,2024-02-01,2024-04-01,1
1419,2024-02-01,2024-05-01,1
1420,2024-03-01,2024-03-31,1
1420,2024-03-01,2024-04-01,1
1420,2024-03-01,2024-05-01,2
1421,2024-04-01,2024-05-01,5
1422,2023-11-01,2023-12-01,4
1423,2023-12-01,2023-12-31,1
1423,2023-12-01,2024-01-01,2
1424,2023-12-01,2023-12-31,1
1424,2023-12-01,2024-01-01,2
1425,2024-01-01,2024-01-31,1
1425,2024-01-01,2024-03-01,3
1426,2024-02-01,2024-03-02,1
1426,2024-02-01,2024-04-01,1
1426,2024-02-01,2024-05-01,4
1427,2024-03-01,2024-03-31,1
1427,2024-03-01,2024-04-01,1
1427,2024-03-01,2024-05-01,1
1428,2024-04-01,2024-05-01,1
1429,2023-11-01,2023-12-01,3
1430,2023-12-01,2023-12-31,1
1430,2023-12-01,2024-01-01,2
1431,2023-12-01,2023-12-31,1
1431,2023-12-01,2024-01-01,2
1432,2024-01-01,2024-01-31,1
1432,2024-01-01,2024-03-01,2
1433,2024-02-01,2024-03-02,1
1433,2024-02-01,2024-04-01,1
1433,2024-02-01,2024-05-01,2
1434,2024-03-01,2024-03-31,1
1434,2024-03-01,2024-04-01,1
1434,2024-03-01,2024-05-01,2
1435,2024-04-01,2024-05-01,4
1436,2023-11-01,2023-12-01,4
1437,2023-12-01,2023-12-31,1
1437,2023-12-01,2024-01-01,2
1438,2023-12-01,2023-12-31,1
1438,2023-12-01,2024-01-01,5
1439,2024-01-01,2024-01-31,1
1439,2024-01-01,2024-03-01,3
1440,2024-02-01,2024-03-02,1
1440,2024-02-01,2024-04-01,1
1440,2024-02-01,2024-05-01,1
1441,2024-03-01,2024-03-31,1
1441,2024-03-01,2024-04-01,1
1441,2024-03-01,2024-05-01,2
1442,2024-04-01,2024-05-01,6
1443,2023-11-01,2023-12-01,5
1444,2023-12-01,2023-12-31,1
1444,2023-12-01,2024-01-01,5
1445,2023-12-01,2023-12-31,1
1445,2023-12-01,2024-01-01,2
1446,2024-01-01,2024-01-31,1
1446,2024-01-01,2024-03-01,5
1447,2024-02-01,2024-03-02,1
1447,2024-02-01,2024-04-01,1
1447,2024-02-01,2024-05-01,2
1448,2024-03-01,2024-03-31,1
1448,2024-03-01,2024-04-01,1
1448,2024-03-01,2024-05-01,3
1449,2024-04-01,2024-05-01,6
1450,2023-11-01,2023-12-01,6
1451,2023-12-01,2023-12-31,1
1451,2023-12-01,2024-01-01,2
1452,2023-12-01,2023-12-31,1
1452,2023-12-01,2024-01-01,2
1453,2024-01-01,2024-01-31,1
1453,2024-01-01,2024-03-01,2
1454,2024-02-01,2024-03-02,1
1454,2024-02-01,2024-04-01,1
1454,2024-02-01,2024-05-01,2
1455,2024-03-01,2024-03-31,1
1455,2024-03-01,2024-04-01,1
1455,2024-03-01,2024-05-01,1
1456,2024-04-01,2024-05-01,4
1457,2023-11-01,2023-12-01,6
1458,2023-12-01,2023-12-31,1
1458,2023-12-01,2024-01-01,2
1459,2023-12-01,2023-12-31,1
1459,2023-12-01,2024-01-01,3
1460,2024-01-01,2024-01-31,1
1460,2024-01-01,2024-03-01,2
1461,2024-02-01,2024-03-02,1
1461,2024-02-01,2024-04-01,1
1461,2024-02-01,2024-05-01,1
1462,2024-03-01,2024-03-31,1
1462,2024-03-01,2024-04-01,1
1462,2024-03-01,2024-05-01,1
1463,2024-04-01,2024-05-01,4
1464,2023-11-01,2023-12-01,3
1465,2023-12-01,2023-12-31,1
1465,2023-12-01,2024-01-01,4
1466,2023-12-01,2023-12-31,1
1466,2023-12-01,2024-01-01,5
1467,2024-01-01,2024-01-31,1
1467,2024-01-01,2024-03-01,2
1468,2024-02-01,2024-03-02,1
1468,2024-02-01,2024-04-01,1
1468,2024-02-01,2024-05-01,3
1469,2024-03-01,2024-03-31,1
1469,2024-03-01,2024-04-01,1
1469,2024-03-01,2024-05-01,2
1470,2024-04-01,2024-05-01,1
1471,2023-11-01,2023-12-01,3
1472,2023-12-01,2023-12-31,1
1472,2023-12-01,2024-01-01,5
1473,2023-12-01,2023-12-31,1
1473,2023-12-01,2024-01-01,2
1474,2024-01-01,2024-01-31,1
1474,2024-01-01,2024-03-01,5
1475,2024-02-01,2024-03-02,1
1475,2024-02-01,2024-04-01,1
1475,2024-02-01,2024-05-01,1
1476,2024-03-01,2024-03-31,1
1476,2024-03-01,2024-04-01,1
1476,2024-03-01,2024-05-01,1
1477,2024-04-01,2024-05-01,3
1478,2023-11-01,2023-12-01,4
1479,2023-12-01,2023-12-31,1
1479,2023-12-01,2024-01-01,3
1480,2023-12-01,2023-12-31,1
1480,2023-12-01,2024-01-01,4
1481,2024-01-01,2024-01-31,1
1481,2024-01-01,2024-03-01,3
1482,2024-02-01,2024-03-02,1
1482,2024-02-01,2024-04-01,1
1482,2024-02-01,2024-05-01,1
1483,2024-03-01,2024-03-31,1
1483,2024-03-01,2024-04-01,1
1483,2024-03-01,2024-05-01,1
1484,2024-04-01,2024-05-01,4
1485,2023-11-01,2023-12-01,3
1486,2023-12-01,2023-12-31,1
1486,2023-12-01,2024-01-01,5
1487,2023-12-01,2023-12-31,1
1487,2023-12-01,2024-01-01,4
1488,2024-01-01,2024-01-31,1
1488,2024-01-01,2024-03-01,5
1489,2024-02-01,2024-03-02,1
1489,2024-02-01,2024-04-01,1
1489,2024-02-01,2024-05-01,1
1490,2024-03-01,2024-03-31,1
1490,2024-03-01,2024-04-01,1
1490,2024-03-01,2024-05-01,4
1491,2024-04-01,2024-05-01,6
1492,2023-11-01,2023-12-01,3
1493,2023-12-01,2023-12-31,1
1493,2023-12-01,2024-01-01,5
1494,2023-12-01,2023-12-31,1
1494,2023-12-01,2024-01-01,2
1495,2024-01-01,2024-01-31,1
1495,2024-01-01,2024-03-01,4
1496,2024-02-01,2024-03-02,1
1496,2024-02-01,2024-04-01,1
1496,2024-02-01,2024-05-01,4
1497,2024-03-01,2024-03-31,1
1497,2024-03-01,2024-04-01,1
1497,2024-03-01,2024-05-01,2
1498,2024-04-01,2024-05-01,3
1499,2023-11-01,2023-12-01,4
1500,2023-12-01,2023-12-31,1
1500,2023-12-01,2024-01-01,5
1501,2023-12-01,2023-12-31,1
1501,2023-12-01,2024-01-01,3
1502,2024-01-01,2024-01-31,1
1502,2024-01-01,2024-03-01,2
1503,2024-02-01,2024-03-02,1
1503,2024-02-01,2024-04-01,1
1503,2024-02-01,2024-05-01,4
1504,2024-03-01,2024-03-31,1
1504,2024-03-01,2024-04-01,1
1504,2024-03-01,2024-05-01,3
1505,2024-04-01,2024-05-01,3
1506,2023-11-01,2023-12-01,5
1507,2023-12-01,2023-12-31,1
1507,2023-12-01,2024-01-01,2
1508,2023-12-01,2023-12-31,1
1508,2023-12-01,2024-01-01,2
1509,2024-01-01,2024-01-31,1
1509,2024-01-01,2024-03-01,3
1510,2024-02-01,2024-03-02,1
1510,2024-02-01,2024-04-01,1
1510,2024-02-01,2024-05-01,1
1511,2024-03-01,2024-03-31,1
1511,2024-03-01,2024-04-01,1
1511,2024-03-01,2024-05-01,1
1512,2024-04-01,2024-05-01,3
1513,2023-11-01,2023-12-01,5
1514,2023-12-01,2023-12-31,1
1514,2023-12-01,2024-01-01,3
1515,2023-12-01,2023-12-31,1
1515,2023-12-01,2024-01-01,4
1516,2024-01-01,2024-01-31,1
1516,2024-01-01,2024-03-01,5
1517,2024-02-01,2024-03-02,1
1517,2024-02-01,2024-04-01,1
1517,2024-02-01,2024-05-01,1
1518,2024-03-01,2024-03-31,1
1518,2024-03-01,2024-04-01,1
1518,2024-03-01,2024-05-01,1
1519,2024-04-01,2024-05-01,4
1520,2023-11-01,2023-12-01,3
1521,2023-12-01,2023-12-31,1
1521,2023-12-01,2024-01-01,2
1522,2023-12-01,2023-12-31,1
1522,2023-12-01,2024-01-01,2
1523,2024-01-01,2024-01-31,1
1523,2024-01-01,2024-03-01,2
1524,2024-02-01,2024-03-02,1
1524,2024-02-01,2024-04-01,1
1524,2024-02-01,2024-05-01,2
1525,2024-03-01,2024-03-31,1
1525,2024-03-01,2024-04-01,1
1525,2024-03-01,2024-05-01,1
1526,2024-04-01,2024-05-01,3
1527,2023-11-01,2023-12-01,5
1528,2023-12-01,2023-12-31,1
1528,2023-12-01,2024-01-01,5
1529,2023-12-01,2023-12-31,1
1529,2023-12-01,2024-01-01,2
1530,2024-01-01,2024-01-31,1
1530,2024-01-01,2024-03-01,2
1531,2024-02-01,2024-03-02,1
1531,2024-02-01,2024-04-01,1
1531,2024-02-01,2024-05-01,1
1532,2024-03-01,2024-03-31,1
1533,2024-04-01,2024-05-01,4
1534,2023-11-01,2023-12-01,4
1535,2023-12-01,2023-12-31,1
1536,2023-12-01,2023-12-31,1
1537,2024-01-01,2024-01-31,1
1537,2024-01-01,2024-03-01,2
1538,2024-02-01,2024-03-02,1
1538,2024-02-01,2024-04-01,1
1538,2024-02-01,2024-05-01,1
1539,2024-03-01,2024-03-31,1
1540,2024-04-01,2024-05-01,3
1541,2023-11-01,2023-12-01,1
1542,2023-12-01,2023-12-31,1
1542,2023-12-01,2024-01-01,4
1543,2023-12-01,2023-12-31,1
1543,2023-12-01,2024-01-01,5
1544,2024-01-01,2024-01-31,1
1544,2024-01-01,2024-03-01,2
1545,2024-02-01,2024-03-02,1
1546,2024-03-01,2024-03-31,1
1546,2024-03-01,2024-04-01,1
1546,2024-03-01,2024-05-01,2
1547,2024-04-01,2024-05-01,4
1548,2023-11-01,2023-12-01,3
1549,2023-12-01,2023-12-31,1
1549,2023-12-01,2024-01-01,5
1550,2023-12-01,2023-12-31,1
1550,2023-12-01,2024-01-01,2
1551,2024-01-01,2024-01-31,1
1551,2024-01-01,2024-03-01,3
1552,2024-02-01,2024-03-02,1
1552,2024-02-01,2024-04-01,1
1552,2024-02-01,2024-05-01,2
1553,2024-03-01,2024-03-31,1
1553,2024-03-01,2024-04-01,1
1553,2024-03-01,2024-05-01,1
1554,2024-04-01,2024-05-01,4
1555,2023-11-01,2023-12-01,3
1556,2023-12-01,2023-12-31,1
1556,2023-12-01,2024-01-01,2
1557,2023-12-01,2023-12-31,1
1557,2023-12-01,2024-01-01,4
1558,2024-01-01,2024-01-31,1
1558,2024-01-01,2024-03-01,5
1559,2024-02-01,2024-03-02,1
1559,2024-02-01,2024-04-01,1
1559,2024-02-01,2024-05-01,1
1560,2024-03-01,2024-03-31,1
1560,2024-03-01,2024-04-01,1
1560,2024-03-01,2024-05-01,1
1561,2024-04-01,2024-05-01,6
1562,2023-11-01,2023-12-01,3
1563,2023-12-01,2023-12-31,1
1563,2023-12-01,2024-01-01,3
1564,2023-12-01,2023-12-31,1
1564,2023-12-01,2024-01-01,2
1565,2024-01-01,2024-01-31,1
1565,2024-01-01,2024-03-01,3
1566,2024-02-01,2024-03-02,1
1566,2024-02-01,2024-04-01,1
1566,2024-02-01,2024-05-01,1
1567,2024-03-01,2024-03-31,1
1567,2024-03-01,2024-04-01,1
1567,2024-03-01,2024-05-01,1
1568,2024-04-01,2024-05-01,3
1569,2023-11-01,2023-12-01,3
1570,2023-12-01,2023-12-31,1
1570,2023-12-01,2024-01-01,4
1571,2023-12-01,2023-12-31,1
1571,2023-12-01,2024-01-01,4
1572,2024-01-01,2024-01-31,1
1572,2024-01-01,2024-03-01,5
1573,2024-02-01,2024-03-02,1
1573,2024-02-01,2024-04-01,1
1573,2024-02-01,2024-05-01,1
1574,2024-03-01,2024-03-31,1
1574,2024-03-01,2024-04-01,1
1574,2024-03-01,2024-05-01,4
1575,2024-04-01,2024-05-01,3
1576,2023-11-01,2023-12-01,4
1577,2023-12-01,2023-12-31,1
1577,2023-12-01,2024-01-01,3
1578,2023-12-01,2023-12-31,1
1578,2023-12-01,2024-01-01,2
1579,2024-01-01,2024-01-31,1
1579,2024-01-01,2024-03-01,3
1580,2024-02-01,2024-03-02,1
1580,2024-02-01,2024-04-01,1
1580,2024-02-01,2024-05-01,1
1581,2024-03-01,2024-03-31,1
1581,2024-03-01,2024-04-01,1
1581,2024-03-01,2024-05-01,1
1582,2024-04-01,2024-05-01,5
1583,2023-11-01,2023-12-01,3
1584,2023-12-01,2023-12-31,1
1584,2023-12-01,2024-01-01,2
1585,2023-12-01,2023-12-31,1
1586,2024-01-01,2024-01-31,1
1586,2024-01-01,2024-03-01,2
1587,2024-02-01,2024-03-02,1
1587,2024-02-01,2024-04-01,1
1587,2024-02-01,2024-05-01,1
1588,2024-03-01,2024-03-31,1
1588,2024-03-01,2024-04-01,1
1588,2024-03-01,2024-05-01,2
1589,2024-04-01,2024-05-01,3
1590,2023-11-01,2023-12-01,3
1591,2023-12-01,2023-12-31,1
1591,2023-12-01,2024-01-01,2
1592,2023-12-01,2023-12-31,1
1592,2023-12-01,2024-01-01,2
1593,2024-01-01,2024-01-31,1
1593,2024-01-01,2024-03-01,5
1594,2024-02-01,2024-03-02,1
1594,2024-02-01,2024-04-01,1
1594,2024-02-01,2024-05-01,2
1595,2024-03-01,2024-03-31,1
1595,2024-03-01,2024-04-01,1
1595,2024-03-01,2024-05-01,1
1596,2024-04-01,2024-05-01,1
1597,2023-11-01,2023-12-01,3
1598,2023-12-01,2023-12-31,1
1598,2023-12-01,2024-01-01,5
1599,2023-12-01,2023-12-31,1
1599,2023-12-01,2024-01-01,3
1600,2024-01-01,2024-01-31,1
1600,2024-01-01,2024-03-01,2
1601,2024-02-01,2024-03-02,1
1601,2024-02-01,2024-04-01,1
1601,2024-02-01,2024-05-01,4
1602,2024-03-01,2024-03-31,1
1602,2024-03-01,2024-04-01,1
1602,2024-03-01,2024-05-01,1
1603,2024-04-01,2024-05-01,6
1604,2023-11-01,2023-12-01,6
1605,2023-12-01,2023-12-31,1
1605,2023-12-01,2024-01-01,2
1606,2023-12-01,2023-12-31,1
1606,2023-12-01,2024-01-01,3
1607,2024-01-01,2024-01-31,1
1607,2024-01-01,2024-03-01,3
1608,2024-02-01,2024-03-02,1
1608,2024-02-01,2024-04-01,1
1608,2024-02-01,2024-05-01,1
1609,2024-03-01,2024-03-31,1
1609,2024-03-01,2024-04-01,1
1609,2024-03-01,2024-05-01,3
1610,2024-04-01,2024-05-01,4
1611,2023-11-01,2023-12-01,6
1612,2023-12-01,2023-12-31,1
1612,2023-12-01,2024-01-01,2
1613,2023-12-01,2023-12-31,1
1613,2023-12-01,2024-01-01,3
1614,2024-01-01,2024-01-31,1
1614,2024-01-01,2024-03-01,5
1615,2024-02-01,2024-03-02,1
1615,2024-02-01,2024-04-01,1
1615,2024-02-01,2024-05-01,3
1616,2024-03-01,2024-03-31,1
1616,2024-03-01,2024-04-01,1
1616,2024-03-01,2024-05-01,4
1617,2024-04-01,2024-05-01,5
1618,2023-11-01,2023-12-01,3
1619,2023-12-01,2023-12-31,1
1619,2023-12-01,2024-01-01,5
1620,2023-12-01,2023-12-31,1
1620,2023-12-01,2024-01-01,3
1621,2024-01-01,2024-01-31,1
1621,2024-01-01,2024-03-01,5
1622,2024-02-01,2024-03-02,1
1622,2024-02-01,2024-04-01,1
1622,2024-02-01,2024-05-01,1
1623,2024-03-01,2024-03-31,1
1623,2024-03-01,2024-04-01,1
1623,2024-03-01,2024-05-01,1
1624,2024-04-01,2024-05-01,3
1625,2023-11-01,2023-12-01,3
1626,2023-12-01,2023-12-31,1
1626,2023-12-01,2024-01-01,2
1627,2023-12-01,2023-12-31,1
1627,2023-12-01,2024-01-01,2
1628,2024-01-01,2024-01-31,1
1628,2024-01-01,2024-03-01,5
1629,2024-02-01,2024-03-02,1
1630,2024-03-01,2024-03-31,1
1630,2024-03-01,2024-04-01,1
1630,2024-03-01,2024-05-01,1
1631,2024-04-01,2024-05-01,3
1632,2023-11-01,2023-12-01,4
1633,2023-12-01,2023-12-31,1
1633,2023-12-01,2024-01-01,2
1634,2023-12-01,2023-12-31,1
1634,2023-12-01,2024-01-01,4
1635,2024-01-01,2024-01-31,1
1635,2024-01-01,2024-03-01,2
1636,2024-02-01,2024-03-02,1
1636,2024-02-01,2024-04-01,1
1636,2024-02-01,2024-05-01,1
1637,2024-03-01,2024-03-31,1
1637,2024-03-01,2024-04-01,1
1637,2024-03-01,2024-05-01,1
1638,2024-04-01,2024-05-01,6
1639,2023-11-01,2023-12-01,1
1640,2023-12-01,2023-12-31,1
1640,2023-12-01,2024-01-01,4
1641,2023-12-01,2023-12-31,1
1641,2023-12-01,2024-01-01,2
1642,2024-01-01,2024-01-31,1
1642,2024-01-01,2024-03-01,2
1643,2024-02-01,2024-03-02,1
1643,2024-02-01,2024-04-01,1
1643,2024-02-01,2024-05-01,1
1644,2024-03-01,2024-03-31,1
1644,2024-03-01,2024-04-01,1
1644,2024-03-01,2024-05-01,2
1645,2024-04-01,2024-05-01,1
1646,2023-11-01,2023-12-01,6
1647,2023-12-01,2023-12-31,1
1647,2023-12-01,2024-01-01,2
1648,2023-12-01,2023-12-31,1
1648,2023-12-01,2024-01-01,5
1649,2024-01-01,2024-01-31,1
1649,2024-01-01,2024-03-01,2
1650,2024-02-01,2024-03-02,1
1650,2024-02-01,2024-04-01,1
1650,2024-02-01,2024-05-01,4
1651,2024-03-01,2024-03-31,1
1651,2024-03-01,2024-04-01,1
1651,2024-03-01,2024-05-01,4
1652,2024-04-01,2024-05-01,1
1653,2023-11-01,2023-12-01,1
1654,2023-12-01,2023-12-31,1
1655,2023-12-01,2023-12-31,1
1655,2023-12-01,2024-01-01,2
1656,2024-01-01,2024-01-31,1
1656,2024-01-01,2024-03-01,2
1657,2024-02-01,2024-03-02,1
1658,2024-03-01,2024-03-31,1
1658,2024-03-01,2024-04-01,1
1658,2024-03-01,2024-05-01,1
1659,2024-04-01,2024-05-01,4
1660,2023-11-01,2023-12-01,3
1661,2023-12-01,2023-12-31,1
1661,2023-12-01,2024-01-01,2
1662,2023-12-01,2023-12-31,1
1662,2023-12-01,2024-01-01,4
1663,2024-01-01,2024-01-31,1
1663,2024-01-01,2024-03-01,5
1664,2024-02-01,2024-03-02,1
1664,2024-02-01,2024-04-01,1
1664,2024-02-01,2024-05-01,4
1665,2024-03-01,2024-03-31,1
1665,2024-03-01,2024-04-01,1
1665,2024-03-01,2024-05-01,1
1666,2024-04-01,2024-05-01,4
1667,2023-11-01,2023-12-01,6
1668,2023-12-01,2023-12-31,1
1669,2023-12-01,2023-12-31,1
1669,2023-12-01,2024-01-01,2
1670,2024-01-01,2024-01-31,1
1670,2024-01-01,2024-03-01,2
