user_id,account_create_month,purchase_month
894,2024-02-01,2024-05-01
895,2024-03-01,2024-03-31
895,2024-03-01,2024-04-01
895,2024-03-01,2024-05-01
895,2024-03-01,2024-05-01
895,2024-03-01,2024-05-01
895,2024-03-01,2024-05-01
896,2024-04-01,2024-05-01
897,2023-11-01,2023-12-01
897,2023-11-01,2023-12-01
897,2023-11-01,2023-12-01
898,2023-12-01,2023-12-31
898,2023-12-01,2024-01-01
898,2023-12-01,2024-01-01
899,2023-12-01,2023-12-31
899,2023-12-01,2024-01-01
899,2023-12-01,2024-01-01
899,2023-12-01,2024-01-01
899,2023-12-01,2024-01-01
899,2023-12-01,2024-01-01
900,2024-01-01,2024-01-31
900,2024-01-01,2024-03-01
900,2024-01-01,2024-03-01
901,2024-02-01,2024-03-02
902,2024-03-01,2024-03-31
902,2024-03-01,2024-04-01
902,2024-03-01,2024-05-01
903,2024-04-01,2024-05-01
903,2024-04-01,2024-05-01
903,2024-04-01,2024-05-01
903,2024-04-01,2024-05-01
903,2024-04-01,2024-05-01
904,2023-11-01,2023-12-01
904,2023-11-01,2023-12-01
904,2023-11-01,2023-12-01
904,2023-11-01,2023-12-01
904,2023-11-01,2023-12-01
904,2023-11-01,2023-12-01
905,2023-12-01,2023-12-31
905,2023-12-01,2024-01-01
905,2023-12-01,2024-01-01
906,2023-12-01,2023-12-31
906,2023-12-01,2024-01-01
906,2023-12-01,2024-01-01
906,2023-12-01,2024-01-01
907,2024-01-01,2024-01-31
908,2024-02-01,2024-03-02
908,2024-02-01,2024-04-01
908,2024-02-01,2024-05-01
908,2024-02-01,2024-05-01
909,2024-03-01,2024-03-31
909,2024-03-01,2024-04-01
909,2024-03-01,2024-05-01
909,2024-03-01,2024-05-01
909,2024-03-01,2024-05-01
910,2024-04-01,2024-05-01
910,2024-04-01,2024-05-01
910,2024-04-01,2024-05-01
911,2023-11-01,2023-12-01
911,2023-11-01,2023-12-01
911,2023-11-01,2023-12-01
912,2023-12-01,2023-12-31
912,2023-12-01,2024-01-01
912,2023-12-01,2024-01-01
912,2023-12-01,2024-01-01
912,2023-12-01,2024-01-01
913,2023-12-01,2023-12-31
913,2023-12-01,2024-01-01
913,2023-12-01,2024-01-01
913,2023-12-01,2024-01-01
913,2023-12-01,2024-01-01
913,2023-12-01,2024-01-01
914,2024-01-01,2024-01-31
914,2024-01-01,2024-03-01
914,2024-01-01,2024-03-01
915,2024-02-01,2024-03-02
915,2024-02-01,2024-04-01
915,2024-02-01,2024-05-01
916,2024-03-01,2024-03-31
916,2024-03-01,2024-04-01
916,2024-03-01,2024-05-01
916,2024-03-01,2024-05-01
917,2024-04-01,2024-05-01
917,2024-04-01,2024-05-01
917,2024-04-01,2024-05-01
918,2023-11-01,2023-12-01
918,2023-11-01,2023-12-01
918,2023-11-01,2023-12-01
918,2023-11-01,2023-12-01
918,2023-11-01,2023-12-01
919,2023-12-01,2023-12-31
919,2023-12-01,2024-01-01
919,2023-12-01,2024-01-01
920,2023-12-01,2023-12-31
920,2023-12-01,2024-01-01
920,2023-12-01,2024-01-01
920,2023-12-01,2024-01-01
921,2024-01-01,2024-01-31
921,2024-01-01,2024-03-01
921,2024-01-01,2024-03-01
921,2024-01-01,2024-03-01
921,2024-01-01,2024-03-01
922,2024-02-01,2024-03-02
922,2024-02-01,2024-04-01
922,2024-02-01,2024-05-01
923,2024-03-01,2024-03-31
923,2024-03-01,2024-04-01
923,2024-03-01,2024-05-01
923,2024-03-01,2024-05-01
924,2024-04-01,2024-05-01
924,2024-04-01,2024-05-01
924,2024-04-01,2024-05-01
925,2023-11-01,2023-12-01
925,2023-11-01,2023-12-01
925,2023-11-01,2023-12-01
925,2023-11-01,2023-12-01
925,2023-11-01,2023-12-01
925,2023-11-01,2023-12-01
926,2023-12-01,2023-12-31
927,2023-12-01,2023-12-31
927,2023-12-01,2024-01-01
927,2023-12-01,2024-01-01
927,2023-12-01,2024-01-01
927,2023-12-01,2024-01-01
927,2023-12-01,2024-01-01
928,2024-01-01,2024-01-31
928,2024-01-01,2024-03-01
928,2024-01-01,2024-03-01
928,2024-01-01,2024-03-01
928,2024-01-01,2024-03-01
929,2024-02-01,2024-03-02
929,2024-02-01,2024-04-01
929,2024-02-01,2024-05-01
930,2024-03-01,2024-03-31
930,2024-03-01,2024-04-01
930,2024-03-01,2024-05-01
931,2024-04-01,2024-05-01
931,2024-04-01,2024-05-01
931,2024-04-01,2024-05-01
932,2023-11-01,2023-12-01
932,2023-11-01,2023-12-01
932,2023-11-01,2023-12-01
932,2023-11-01,2023-12-01
932,2023-11-01,2023-12-01
932,2023-11-01,2023-12-01
933,2023-12-01,2023-12-31
933,2023-12-01,2024-01-01
933,2023-12-01,2024-01-01
934,2023-12-01,2023-12-31
934,2023-12-01,2024-01-01
934,2023-12-01,2024-01-01
934,2023-12-01,2024-01-01
934,2023-12-01,2024-01-01
934,2023-12-01,2024-01-01
935,2024-01-01,2024-01-31
935,2024-01-01,2024-03-01
935,2024-01-01,2024-03-01
935,2024-01-01,2024-03-01
935,2024-01-01,2024-03-01
936,2024-02-01,2024-03-02
936,2024-02-01,2024-04-01
936,2024-02-01,2024-05-01
936,2024-02-01,2024-05-01
936,2024-02-01,2024-05-01
937,2024-03-01,2024-03-31
937,2024-03-01,2024-04-01
937,2024-03-01,2024-05-01
937,2024-03-01,2024-05-01
937,2024-03-01,2024-05-01
937,2024-03-01,2024-05-01
938,2024-04-01,2024-05-01
939,2023-11-01,2023-12-01
939,2023-11-01,2023-12-01
939,2023-11-01,2023-12-01
940,2023-12-01,2023-12-31
940,2023-12-01,2024-01-01
940,2023-12-01,2024-01-01
940,2023-12-01,2024-01-01
940,2023-12-01,2024-01-01
940,2023-12-01,2024-01-01
941,2023-12-01,2023-12-31
941,2023-12-01,2024-01-01
941,2023-12-01,2024-01-01
941,2023-12-01,2024-01-01
941,2023-12-01,2024-01-01
942,2024-01-01,2024-01-31
942,2024-01-01,2024-03-01
942,2024-01-01,2024-03-01
942,2024-01-01,2024-03-01
942,2024-01-01,2024-03-01
942,2024-01-01,2024-03-01
943,2024-02-01,2024-03-02
943,2024-02-01,2024-04-01
943,2024-02-01,2024-05-01
943,2024-02-01,2024-05-01
943,2024-02-01,2024-05-01
944,2024-03-01,2024-03-31
944,2024-03-01,2024-04-01
944,2024-03-01,2024-05-01
945,2024-04-01,2024-05-01
945,2024-04-01,2024-05-01
945,2024-04-01,2024-05-01
945,2024-04-01,2024-05-01
946,2023-11-01,2023-12-01
946,2023-11-01,2023-12-01
946,2023-11-01,2023-12-01
947,2023-12-01,2023-12-31
947,2023-12-01,2024-01-01
947,2023-12-01,2024-01-01
947,2023-12-01,2024-01-01
947,2023-12-01,2024-01-01
947,2023-12-01,2024-01-01
948,2023-12-01,2023-12-31
949,2024-01-01,2024-01-31
949,2024-01-01,2024-03-01
949,2024-01-01,2024-03-01
950,2024-02-01,2024-03-02
950,2024-02-01,2024-04-01
950,2024-02-01,2024-05-01
951,2024-03-01,2024-03-31
951,2024-03-01,2024-04-01
951,2024-03-01,2024-05-01
952,2024-04-01,2024-05-01
952,2024-04-01,2024-05-01
952,2024-04-01,2024-05-01
953,2023-11-01,2023-12-01
953,2023-11-01,2023-12-01
953,2023-11-01,2023-12-01
954,2023-12-01,2023-12-31
955,2023-12-01,2023-12-31
955,2023-12-01,2024-01-01
955,2023-12-01,2024-01-01
956,2024-01-01,2024-01-31
956,2024-01-01,2024-03-01
956,2024-01-01,2024-03-01
956,2024-01-01,2024-03-01
956,2024-01-01,2024-03-01
957,2024-02-01,2024-03-02
957,2024-02-01,2024-04-01
957,2024-02-01,2024-05-01
957,2024-02-01,2024-05-01
958,2024-03-01,2024-03-31
958,2024-03-01,2024-04-01
958,2024-03-01,2024-05-01
959,2024-04-01,2024-05-01
959,2024-04-01,2024-05-01
959,2024-04-01,2024-05-01
959,2024-04-01,2024-05-01
960,2023-11-01,2023-12-01
960,2023-11-01,2023-12-01
960,2023-11-01,2023-12-01
961,2023-12-01,2023-12-31
961,2023-12-01,2024-01-01
961,2023-12-01,2024-01-01
962,2023-12-01,2023-12-31
962,2023-12-01,2024-01-01
962,2023-12-01,2024-01-01
963,2024-01-01,2024-01-31
963,2024-01-01,2024-03-01
963,2024-01-01,2024-03-01
964,2024-02-01,2024-03-02
964,2024-02-01,2024-04-01
964,2024-02-01,2024-05-01
964,2024-02-01,2024-05-01
964,2024-02-01,2024-05-01
964,2024-02-01,2024-05-01
965,2024-03-01,2024-03-31
966,2024-04-01,2024-05-01
966,2024-04-01,2024-05-01
966,2024-04-01,2024-05-01
967,2023-11-01,2023-12-01
967,2023-11-01,2023-12-01
967,2023-11-01,2023-12-01
967,2023-11-01,2023-12-01
968,2023-12-01,2023-12-31
968,2023-12-01,2024-01-01
968,2023-12-01,2024-01-01
968,2023-12-01,2024-01-01
968,2023-12-01,2024-01-01
969,2023-12-01,2023-12-31
969,2023-12-01,2024-01-01
969,2023-12-01,2024-01-01
970,2024-01-01,2024-01-31
970,2024-01-01,2024-03-01
970,2024-01-01,2024-03-01
970,2024-01-01,2024-03-01
971,2024-02-01,2024-03-02
971,2024-02-01,2024-04-01
971,2024-02-01,2024-05-01
972,2024-03-01,2024-03-31
972,2024-03-01,2024-04-01
972,2024-03-01,2024-05-01
972,2024-03-01,2024-05-01
973,2024-04-01,2024-05-01
973,2024-04-01,2024-05-01
973,2024-04-01,2024-05-01
973,2024-04-01,2024-05-01
974,2023-11-01,2023-12-01
974,2023-11-01,2023-12-01
974,2023-11-01,2023-12-01
974,2023-11-01,2023-12-01
974,2023-11-01,2023-12-01
975,2023-12-01,2023-12-31
975,2023-12-01,2024-01-01
975,2023-12-01,2024-01-01
975,2023-12-01,2024-01-01
976,2023-12-01,2023-12-31
976,2023-12-01,2024-01-01
976,2023-12-01,2024-01-01
977,2024-01-01,2024-01-31
977,2024-01-01,2024-03-01
977,2024-01-01,2024-03-01
978,2024-02-01,2024-03-02
979,2024-03-01,2024-03-31
980,2024-04-01,2024-05-01
981,2023-11-01,2023-12-01
982,2023-12-01,2023-12-31
982,2023-12-01,2024-01-01
982,2023-12-01,2024-01-01
983,2023-12-01,2023-12-31
983,2023-12-01,2024-01-01
983,2023-12-01,2024-01-01
984,2024-01-01,2024-01-31
985,2024-02-01,2024-03-02
985,2024-02-01,2024-04-01
985,2024-02-01,2024-05-01
986,2024-03-01,2024-03-31
986,2024-03-01,2024-04-01
986,2024-03-01,2024-05-01
986,2024-03-01,2024-05-01
986,2024-03-01,2024-05-01
987,2024-04-01,2024-05-01
987,2024-04-01,2024-05-01
987,2024-04-01,2024-05-01
988,2023-11-01,2023-12-01
988,2023-11-01,2023-12-01
988,2023-11-01,2023-12-01
989,2023-12-01,2023-12-31
989,2023-12-01,2024-01-01
989,2023-12-01,2024-01-01
989,2023-12-01,2024-01-01
989,2023-12-01,2024-01-01
989,2023-12-01,2024-01-01
990,2023-12-01,2023-12-31
990,2023-12-01,2024-01-01
990,2023-12-01,2024-01-01
991,2024-01-01,2024-01-31
991,2024-01-01,2024-03-01
991,2024-01-01,2024-03-01
991,2024-01-01,2024-03-01
991,2024-01-01,2024-03-01
991,2024-01-01,2024-03-01
992,2024-02-01,2024-03-02
992,2024-02-01,2024-04-01
992,2024-02-01,2024-05-01
992,2024-02-01,2024-05-01
992,2024-02-01,2024-05-01
992,2024-02-01,2024-05-01
993,2024-03-01,2024-03-31
993,2024-03-01,2024-04-01
993,2024-03-01,2024-05-01
994,2024-04-01,2024-05-01
994,2024-04-01,2024-05-01
994,2024-04-01,2024-05-01
994,2024-04-01,2024-05-01
994,2024-04-01,2024-05-01
995,2023-11-01,2023-12-01
995,2023-11-01,2023-12-01
995,2023-11-01,2023-12-01
996,2023-12-01,2023-12-31
996,2023-12-01,2024-01-01
996,2023-12-01,2024-01-01
996,2023-12-01,2024-01-01
996,2023-12-01,2024-01-01
996,2023-12-01,2024-01-01
997,2023-12-01,2023-12-31
997,2023-12-01,2024-01-01
997,2023-12-01,2024-01-01
997,2023-12-01,2024-01-01
997,2023-12-01,2024-01-01
997,2023-12-01,2024-01-01
998,2024-01-01,2024-01-31
998,2024-01-01,2024-03-01
998,2024-01-01,2024-03-01
998,2024-01-01,2024-03-01
999,2024-02-01,2024-03-02
999,2024-02-01,2024-04-01
999,2024-02-01,2024-05-01
999,2024-02-01,2024-05-01
1000,2024-03-01,2024-03-31
1000,2024-03-01,2024-04-01
1000,2024-03-01,2024-05-01
1000,2024-03-01,2024-05-01
1001,2024-04-01,2024-05-01
1001,2024-04-01,2024-05-01
1001,2024-04-01,2024-05-01
1001,2024-04-01,2024-05-01
1002,2023-11-01,2023-12-01
1002,2023-11-01,2023-12-01
1002,2023-11-01,2023-12-01
1002,2023-11-01,2023-12-01
1003,2023-12-01,2023-12-31
1003,2023-12-01,2024-01-01
1003,2023-12-01,2024-01-01
1003,2023-12-01,2024-01-01
1004,2023-12-01,2023-12-31
1004,2023-12-01,2024-01-01
1004,2023-12-01,2024-01-01
1005,2024-01-01,2024-01-31
1005,2024-01-01,2024-03-01
1005,2024-01-01,2024-03-01
1006,2024-02-01,2024-03-02
1006,2024-02-01,2024-04-01
1006,2024-02-01,2024-05-01
1006,2024-02-01,2024-05-01
1006,2024-02-01,2024-05-01
1006,2024-02-01,2024-05-01
1007,2024-03-01,2024-03-31
1007,2024-03-01,2024-04-01
1007,2024-03-01,2024-05-01
1008,2024-04-01,2024-05-01
1008,2024-04-01,2024-05-01
1008,2024-04-01,2024-05-01
1008,2024-04-01,2024-05-01
1009,2023-11-01,2023-12-01
1009,2023-11-01,2023-12-01
1009,2023-11-01,2023-12-01
1009,2023-11-01,2023-12-01
1010,2023-12-01,2023-12-31
1010,2023-12-01,2024-01-01
1010,2023-12-01,2024-01-01
1011,2023-12-01,2023-12-31
1011,2023-12-01,2024-01-01
1011,2023-12-01,2024-01-01
1011,2023-12-01,2024-01-01
1012,2024-01-01,2024-01-31
1012,2024-01-01,2024-03-01
1012,2024-01-01,2024-03-01
1012,2024-01-01,2024-03-01
1012,2024-01-01,2024-03-01
1012,2024-01-01,2024-03-01
1013,2024-02-01,2024-03-02
1013,2024-02-01,2024-04-01
1013,2024-02-01,2024-05-01
1013,2024-02-01,2024-05-01
1014,2024-03-01,2024-03-31
1014,2024-03-01,2024-04-01
1014,2024-03-01,2024-05-01
1014,2024-03-01,2024-05-01
1015,2024-04-01,2024-05-01
1015,2024-04-01,2024-05-01
1015,2024-04-01,2024-05-01
1016,2023-11-01,2023-12-01
1016,2023-11-01,2023-12-01
1016,2023-11-01,2023-12-01
1017,2023-12-01,2023-12-31
1017,2023-12-01,2024-01-01
1017,2023-12-01,2024-01-01
1017,2023-12-01,2024-01-01
1018,2023-12-01,2023-12-31
1019,2024-01-01,2024-01-31
1019,2024-01-01,2024-03-01
1019,2024-01-01,2024-03-01
1019,2024-01-01,2024-03-01
1019,2024-01-01,2024-03-01
1019,2024-01-01,2024-03-01
1020,2024-02-01,2024-03-02
1020,2024-02-01,2024-04-01
1020,2024-02-01,2024-05-01
1021,2024-03-01,2024-03-31
1021,2024-03-01,2024-04-01
1021,2024-03-01,2024-05-01
1021,2024-03-01,2024-05-01
1022,2024-04-01,2024-05-01
1023,2023-11-01,2023-12-01
1023,2023-11-01,2023-12-01
1023,2023-11-01,2023-12-01
1023,2023-11-01,2023-12-01
1023,2023-11-01,2023-12-01
1023,2023-11-01,2023-12-01
1024,2023-12-01,2023-12-31
1024,2023-12-01,2024-01-01
1024,2023-12-01,2024-01-01
1025,2023-12-01,2023-12-31
1025,2023-12-01,2024-01-01
1025,2023-12-01,2024-01-01
1026,2024-01-01,2024-01-31
1026,2024-01-01,2024-03-01
1026,2024-01-01,2024-03-01
1027,2024-02-01,2024-03-02
1027,2024-02-01,2024-04-01
1027,2024-02-01,2024-05-01
1028,2024-03-01,2024-03-31
1028,2024-03-01,2024-04-01
1028,2024-03-01,2024-05-01
1029,2024-04-01,2024-05-01
1029,2024-04-01,2024-05-01
1029,2024-04-01,2024-05-01
1030,2023-11-01,2023-12-01
1030,2023-11-01,2023-12-01
1030,2023-11-01,2023-12-01
1030,2023-11-01,2023-12-01
1031,2023-12-01,2023-12-31
1031,2023-12-01,2024-01-01
1031,2023-12-01,2024-01-01
1031,2023-12-01,2024-01-01
1031,2023-12-01,2024-01-01
1032,2023-12-01,2023-12-31
1032,2023-12-01,2024-01-01
1032,2023-12-01,2024-01-01
1032,2023-12-01,2024-01-01
1032,2023-12-01,2024-01-01
1033,2024-01-01,2024-01-31
1033,2024-01-01,2024-03-01
1033,2024-01-01,2024-03-01
1033,2024-01-01,2024-03-01
1034,2024-02-01,2024-03-02
1034,2024-02-01,2024-04-01
1034,2024-02-01,2024-05-01
1034,2024-02-01,2024-05-01
1035,2024-03-01,2024-03-31
1035,2024-03-01,2024-04-01
1035,2024-03-01,2024-05-01
1036,2024-04-01,2024-05-01
1036,2024-04-01,2024-05-01
1036,2024-04-01,2024-05-01
1037,2023-11-01,2023-12-01
1037,2023-11-01,2023-12-01
1037,2023-11-01,2023-12-01
1037,2023-11-01,2023-12-01
1037,2023-11-01,2023-12-01
1037,2023-11-01,2023-12-01
1038,2023-12-01,2023-12-31
1038,2023-12-01,2024-01-01
1038,2023-12-01,2024-01-01
1039,2023-12-01,2023-12-31
1039,2023-12-01,2024-01-01
1039,2023-12-01,2024-01-01
1039,2023-12-01,2024-01-01
1039,2023-12-01,2024-01-01
1040,2024-01-01,2024-01-31
1040,2024-01-01,2024-03-01
1040,2024-01-01,2024-03-01
1041,2024-02-01,2024-03-02
1041,2024-02-01,2024-04-01
1041,2024-02-01,2024-05-01
1042,2024-03-01,2024-03-31
1043,2024-04-01,2024-05-01
1043,2024-04-01,2024-05-01
1043,2024-04-01,2024-05-01
1043,2024-04-01,2024-05-01
1043,2024-04-01,2024-05-01
1044,2023-11-01,2023-12-01
1044,2023-11-01,2023-12-01
1044,2023-11-01,2023-12-01
1044,2023-11-01,2023-12-01
1044,2023-11-01,2023-12-01
1044,2023-11-01,2023-12-01
1045,2023-12-01,2023-12-31
1045,2023-12-01,2024-01-01
1045,2023-12-01,2024-01-01
1046,2023-12-01,2023-12-31
1046,2023-12-01,2024-01-01
1046,2023-12-01,2024-01-01
1046,2023-12-01,2024-01-01
1046,2023-12-01,2024-01-01
1046,2023-12-01,2024-01-01
1047,2024-01-01,2024-01-31
1047,2024-01-01,2024-03-01
1047,2024-01-01,2024-03-01
1048,2024-02-01,2024-03-02
1048,2024-02-01,2024-04-01
1048,2024-02-01,2024-05-01
1048,2024-02-01,2024-05-01
1048,2024-02-01,2024-05-01
1048,2024-02-01,2024-05-01
1049,2024-03-01,2024-03-31
1049,2024-03-01,2024-04-01
1049,2024-03-01,2024-05-01
1050,2024-04-01,2024-05-01
1050,2024-04-01,2024-05-01
1050,2024-04-01,2024-05-01
1051,2023-11-01,2023-12-01
1051,2023-11-01,2023-12-01
1051,2023-11-01,2023-12-01
1052,2023-12-01,2023-12-31
1052,2023-12-01,2024-01-01
1052,2023-12-01,2024-01-01
1052,2023-12-01,2024-01-01
1053,2023-12-01,2023-12-31
1053,2023-12-01,2024-01-01
1053,2023-12-01,2024-01-01
1053,2023-12-01,2024-01-01
1054,2024-01-01,2024-01-31
1054,2024-01-01,2024-03-01
1054,2024-01-01,2024-03-01
1055,2024-02-01,2024-03-02
1055,2024-02-01,2024-04-01
1055,2024-02-01,2024-05-01
1056,2024-03-01,2024-03-31
1056,2024-03-01,2024-04-01
1056,2024-03-01,2024-05-01
1056,2024-03-01,2024-05-01
1057,2024-04-01,2024-05-01
1057,2024-04-01,2024-05-01
1057,2024-04-01,2024-05-01
1057,2024-04-01,2024-05-01
1057,2024-04-01,2024-05-01
1057,2024-04-01,2024-05-01
1058,2023-11-01,2023-12-01
1058,2023-11-01,2023-12-01
1058,2023-11-01,2023-12-01
1058,2023-11-01,2023-12-01
1059,2023-12-01,2023-12-31
1059,2023-12-01,2024-01-01
1059,2023-12-01,2024-01-01
1059,2023-12-01,2024-01-01
1060,2023-12-01,2023-12-31
1060,2023-12-01,2024-01-01
1060,2023-12-01,2024-01-01
1060,2023-12-01,2024-01-01
1061,2024-01-01,2024-01-31
1061,2024-01-01,2024-03-01
1061,2024-01-01,2024-03-01
1061,2024-01-01,2024-03-01
1061,2024-01-01,2024-03-01
1062,2024-02-01,2024-03-02
1062,2024-02-01,2024-04-01
1062,2024-02-01,2024-05-01
1063,2024-03-01,2024-03-31
1063,2024-03-01,2024-04-01
1063,2024-03-01,2024-05-01
1063,2024-03-01,2024-05-01
1064,2024-04-01,2024-05-01
1064,2024-04-01,2024-05-01
1064,2024-04-01,2024-05-01
1064,2024-04-01,2024-05-01
1064,2024-04-01,2024-05-01
1064,2024-04-01,2024-05-01
1065,2023-11-01,2023-12-01
1065,2023-11-01,2023-12-01
1065,2023-11-01,2023-12-01
1065,2023-11-01,2023-12-01
1065,2023-11-01,2023-12-01
1065,2023-11-01,2023-12-01
1066,2023-12-01,2023-12-31
1066,2023-12-01,2024-01-01
1066,2023-12-01,2024-01-01
1067,2023-12-01,2023-12-31
1067,2023-12-01,2024-01-01
1067,2023-12-01,2024-01-01
1067,2023-12-01,2024-01-01
1067,2023-12-01,2024-01-01
1067,2023-12-01,2024-01-01
1068,2024-01-01,2024-01-31
1068,2024-01-01,2024-03-01
1068,2024-01-01,2024-03-01
1069,2024-02-01,2024-03-02
1069,2024-02-01,2024-04-01
1069,2024-02-01,2024-05-01
1069,2024-02-01,2024-05-01
1070,2024-03-01,2024-03-31
1070,2024-03-01,2024-04-01
1070,2024-03-01,2024-05-01
1071,2024-04-01,2024-05-01
1071,2024-04-01,2024-05-01
1071,2024-04-01,2024-05-01
1071,2024-04-01,2024-05-01
1071,2024-04-01,2024-05-01
1071,2024-04-01,2024-05-01
1072,2023-11-01,2023-12-01
1072,2023-11-01,2023-12-01
1072,2023-11-01,2023-12-01
1073,2023-12-01,2023-12-31
1073,2023-12-01,2024-01-01
1073,2023-12-01,2024-01-01
1073,2023-12-01,2024-01-01
1073,2023-12-01,2024-01-01
1074,2023-12-01,2023-12-31
1074,2023-12-01,2024-01-01
1074,2023-12-01,2024-01-01
1074,2023-12-01,2024-01-01
1074,2023-12-01,2024-01-01
1075,2024-01-01,2024-01-31
1075,2024-01-01,2024-03-01
1075,2024-01-01,2024-03-01
1076,2024-02-01,2024-03-02
1076,2024-02-01,2024-04-01
1076,2024-02-01,2024-05-01
1076,2024-02-01,2024-05-01
1077,2024-03-01,2024-03-31
1078,2024-04-01,2024-05-01
1078,2024-04-01,2024-05-01
1078,2024-04-01,2024-05-01
1079,2023-11-01,2023-12-01
1080,2023-12-01,2023-12-31
1080,2023-12-01,2024-01-01
1080,2023-12-01,2024-01-01
1080,2023-12-01,2024-01-01
1080,2023-12-01,2024-01-01
1080,2023-12-01,2024-01-01
1081,2023-12-01,2023-12-31
1081,2023-12-01,2024-01-01
1081,2023-12-01,2024-01-01
1082,2024-01-01,2024-01-31
1082,2024-01-01,2024-03-01
1082,2024-01-01,2024-03-01
1082,2024-01-01,2024-03-01
1082,2024-01-01,2024-03-01
1083,2024-02-01,2024-03-02
1083,2024-02-01,2024-04-01
1083,2024-02-01,2024-05-01
1084,2024-03-01,2024-03-31
1084,2024-03-01,2024-04-01
1084,2024-03-01,2024-05-01
1084,2024-03-01,2024-05-01
1084,2024-03-01,2024-05-01
1084,2024-03-01,2024-05-01
1085,2024-04-01,2024-05-01
1085,2024-04-01,2024-05-01
1085,2024-04-01,2024-05-01
1085,2024-04-01,2024-05-01
1085,2024-04-01,2024-05-01
1085,2024-04-01,2024-05-01
1086,2023-11-01,2023-12-01
1086,2023-11-01,2023-12-01
1086,2023-11-01,2023-12-01
1087,2023-12-01,2023-12-31
1087,2023-12-01,2024-01-01
1087,2023-12-01,2024-01-01
1088,2023-12-01,2023-12-31
1088,2023-12-01,2024-01-01
1088,2023-12-01,2024-01-01
1088,2023-12-01,2024-01-01
1089,2024-01-01,2024-01-31
1089,2024-01-01,2024-03-01
1089,2024-01-01,2024-03-01
1089,2024-01-01,2024-03-01
1089,2024-01-01,2024-03-01
1089,2024-01-01,2024-03-01
1090,2024-02-01,2024-03-02
1090,2024-02-01,2024-04-01
1090,2024-02-01,2024-05-01
1091,2024-03-01,2024-03-31
1091,2024-03-01,2024-04-01
1091,2024-03-01,2024-05-01
1091,2024-03-01,2024-05-01
1091,2024-03-01,2024-05-01
1092,2024-04-01,2024-05-01
1092,2024-04-01,2024-05-01
1092,2024-04-01,2024-05-01
1092,2024-04-01,2024-05-01
1092,2024-04-01,2024-05-01
1092,2024-04-01,2024-05-01
1093,2023-11-01,2023-12-01
1093,2023-11-01,2023-12-01
1093,2023-11-01,2023-12-01
1093,2023-11-01,2023-12-01
1093,2023-11-01,2023-12-01
1093,2023-11-01,2023-12-01
1094,2023-12-01,2023-12-31
1094,2023-12-01,2024-01-01
1094,2023-12-01,2024-01-01
1094,2023-12-01,2024-01-01
1094,2023-12-01,2024-01-01
1095,2023-12-01,2023-12-31
1095,2023-12-01,2024-01-01
1095,2023-12-01,2024-01-01
1095,2023-12-01,2024-01-01
1095,2023-12-01,2024-01-01
1095,2023-12-01,2024-01-01
1096,2024-01-01,2024-01-31
1096,2024-01-01,2024-03-01
1096,2024-01-01,2024-03-01
1096,2024-01-01,2024-03-01
1097,2024-02-01,2024-03-02
1098,2024-03-01,2024-03-31
1098,2024-03-01,2024-04-01
1098,2024-03-01,2024-05-01
1099,2024-04-01,2024-05-01
1099,2024-04-01,2024-05-01
1099,2024-04-01,2024-05-01
1100,2023-11-01,2023-12-01
1100,2023-11-01,2023-12-01
1100,2023-11-01,2023-12-01
1101,2023-12-01,2023-12-31
1101,2023-12-01,2024-01-01
1101,2023-12-01,2024-01-01
1101,2023-12-01,2024-01-01
1101,2023-12-01,2024-01-01
1101,2023-12-01,2024-01-01
1102,2023-12-01,2023-12-31
1103,2024-01-01,2024-01-31
1103,2024-01-01,2024-03-01
1103,2024-01-01,2024-03-01
1104,2024-02-01,2024-03-02
1104,2024-02-01,2024-04-01
1104,2024-02-01,2024-05-01
1104,2024-02-01,2024-05-01
1104,2024-02-01,2024-05-01
1105,2024-03-01,2024-03-31
1105,2024-03-01,2024-04-01
1105,2024-03-01,2024-05-01
1105,2024-03-01,2024-05-01
1105,2024-03-01,2024-05-01
1105,2024-03-01,2024-05-01
1106,2024-04-01,2024-05-01
1106,2024-04-01,2024-05-01
1106,2024-04-01,2024-05-01
1106,2024-04-01,2024-05-01
1106,2024-04-01,2024-05-01
1106,2024-04-01,2024-05-01
1107,2023-11-01,2023-12-01
1107,2023-11-01,2023-12-01
1107,2023-11-01,2023-12-01
1107,2023-11-01,2023-12-01
1108,2023-12-01,2023-12-31
1109,2023-12-01,2023-12-31
1110,2024-01-01,2024-01-31
1110,2024-01-01,2024-03-01
1110,2024-01-01,2024-03-01
1110,2024-01-01,2024-03-01
1110,2024-01-01,2024-03-01
1110,2024-01-01,2024-03-01
1111,2024-02-01,2024-03-02
1111,2024-02-01,2024-04-01
1111,2024-02-01,2024-05-01
1111,2024-02-01,2024-05-01
1112,2024-03-01,2024-03-31
1112,2024-03-01,2024-04-01
1112,2024-03-01,2024-05-01
1113,2024-04-01,2024-05-01
1113,2024-04-01,2024-05-01
1113,2024-04-01,2024-05-01
1114,2023-11-01,2023-12-01
1114,2023-11-01,2023-12-01
1114,2023-11-01,2023-12-01
1114,2023-11-01,2023-12-01
1114,2023-11-01,2023-12-01
1114,2023-11-01,2023-12-01
1115,2023-12-01,2023-12-31
1115,2023-12-01,2024-01-01
1115,2023-12-01,2024-01-01
1116,2023-12-01,2023-12-31
1117,2024-01-01,2024-01-31
